"DATASET SUELO INTELIGENTE + NASA POWER — SOCONUSCO, CHIAPAS  |  3,000 lecturas  |  25 parcelas  |  2015-2024",,,,,,,,,,,,,,,,,,,,,,,,,
"ID
Parcela",Cultivo,Municipio,Año,Mes,"Num
Mes","T
Total",pH,"Humedad
%","N
ppm","P
ppm","K
ppm","CE
dS/m","Temp
°C","Aplic.
N","Aplic.
P","Aplic.
K",Encal.,Estado,"NASA
T2M °C","NASA
RH2M %","NASA
Prec
mm/día","NASA
GWET
suelo",Lat,Lon,
P021,Palma,Mazatán,2023,Mar,3,98,5.42,34.7,22.2,10.7,140.2,1.93,28.1,0,0,0,0,Crítico,28.7,70.3,0,0.347,14.83,-92.47,12
P021,Palma,Mazatán,2023,Abr,4,99,5.38,40.2,20.4,11,140.4,1.97,29.5,0,0,0,0,Atención,29.5,69.6,0.52,0.402,14.83,-92.47,12
P021,Palma,Mazatán,2023,May,5,100,5.31,62.7,26,11.2,137.2,1.94,29.3,0,0,0,0,Atención,28.9,78,3.86,0.627,14.83,-92.47,12
P021,Palma,Mazatán,2023,Jun,6,101,5.31,86.6,22.7,12,130.7,1.96,27.5,0,0,0,0,Atención,28,81.7,7.42,0.866,14.83,-92.47,12
P021,Palma,Mazatán,2023,Jul,7,102,5.41,83.3,25.8,13.9,138.6,1.98,27.2,5,0,7,0,Atención,27.3,87.1,7.66,0.833,14.83,-92.47,12
P021,Palma,Mazatán,2023,Ago,8,103,5.45,83.2,22.2,11.3,130,1.91,26.8,0,0,0,0,Atención,27,86.6,7.57,0.832,14.83,-92.47,12
P021,Palma,Mazatán,2023,Sep,9,104,5.35,85.2,21.6,12.9,133.5,1.92,26.8,0,0,0,0,Atención,27.4,82.8,8.52,0.852,14.83,-92.47,12
P021,Palma,Mazatán,2023,Oct,10,105,5.38,78.9,23.2,11.9,132.2,1.98,26.4,0,0,0,0,Atención,27.1,83.7,6.6,0.789,14.83,-92.47,12
P021,Palma,Mazatán,2023,Nov,11,106,5.39,60.4,22.3,11.2,131.6,2.01,27.1,0,0,0,0,Atención,27.6,86.4,1.99,0.604,14.83,-92.47,12
P021,Palma,Mazatán,2023,Dic,12,107,5.4,48.6,22.7,11.8,137.5,1.95,26.6,0,0,0,0,Atención,27.3,76.2,0.88,0.486,14.83,-92.47,12
P021,Palma,Mazatán,2024,Ene,1,108,5.36,38.1,27.3,16.1,145.5,1.98,26.8,5,3,7,0,Atención,27.7,75.2,0.76,0.381,14.83,-92.47,12
P021,Palma,Mazatán,2024,Feb,2,109,5.38,34.9,21,12.6,129.1,1.96,27.5,0,0,0,0,Crítico,27.9,74.9,0.05,0.349,14.83,-92.47,12
P021,Palma,Mazatán,2024,Mar,3,110,5.35,41.1,19.6,11.1,132.8,2.01,28.3,0,0,0,0,Crítico,29.3,71.7,0,0.411,14.83,-92.47,12
P021,Palma,Mazatán,2024,Abr,4,111,5.4,41,23.2,12.1,135.3,1.93,29.1,0,0,0,0,Atención,29.5,76.2,0.7,0.41,14.83,-92.47,12
P021,Palma,Mazatán,2024,May,5,112,5.44,71.3,21.4,11.3,130.3,1.98,28.5,0,0,0,0,Atención,29.5,81.2,4.88,0.713,14.83,-92.47,12
P021,Palma,Mazatán,2024,Jun,6,113,5.45,83.2,24.7,10.9,134.8,2.01,27.8,0,0,0,0,Atención,27.8,85,7.88,0.832,14.83,-92.47,12
P021,Palma,Mazatán,2024,Jul,7,114,5.39,82.2,27.6,12.4,141.6,1.97,27.1,5,0,7,0,Atención,28.2,82.4,8.27,0.822,14.83,-92.47,12
P021,Palma,Mazatán,2024,Ago,8,115,5.4,79.2,23.7,11.7,137.2,2,27,0,0,0,0,Atención,27.1,88.4,6.78,0.792,14.83,-92.47,12
P021,Palma,Mazatán,2024,Sep,9,116,5.3,87.2,22.4,11.4,136.7,2.01,26.9,0,0,0,0,Atención,27.2,88.7,8.64,0.872,14.83,-92.47,12
P021,Palma,Mazatán,2024,Oct,10,117,5.34,82.4,23.1,11,130,2,27,0,0,0,0,Atención,27.3,86.5,7.85,0.824,14.83,-92.47,12
P021,Palma,Mazatán,2024,Nov,11,118,5.21,61.6,21,12.2,128.6,1.99,26.8,0,0,0,0,Atención,27.2,81.7,2.2,0.616,14.83,-92.47,12
P021,Palma,Mazatán,2024,Dic,12,119,5.28,47.7,22.4,13.5,136.9,1.96,26.8,0,0,0,0,Atención,26.8,79.4,0.75,0.477,14.83,-92.47,12
P022,Plátano,Mazatán,2015,Ene,1,0,6.06,40.1,35.5,16.2,215.5,1.28,26.7,0,0,0,0,Óptimo,27.2,76.5,0,0.401,14.83,-92.47,12
P022,Plátano,Mazatán,2015,Feb,2,1,6.1,35.8,36.1,15,211.6,1.28,27.6,0,0,0,0,Óptimo,27.6,70.3,0,0.358,14.83,-92.47,12
P022,Plátano,Mazatán,2015,Mar,3,2,6.06,34.5,34,15.2,212.1,1.24,28.8,0,0,0,0,Precaución,28.9,70.8,0,0.345,14.83,-92.47,12
P022,Plátano,Mazatán,2015,Abr,4,3,6.05,44.7,35.5,15.4,229.8,1.25,29.2,0,0,12,0,Óptimo,29.2,67.7,1.08,0.447,14.83,-92.47,12
P022,Plátano,Mazatán,2015,May,5,4,5.97,70.4,46.3,16.5,218.4,1.24,29.1,10,0,0,0,Precaución,29.8,78.1,3.35,0.704,14.83,-92.47,12
P022,Plátano,Mazatán,2015,Jun,6,5,6,86.2,35.1,17.4,208.5,1.25,27.5,0,0,0,0,Óptimo,27.7,87.4,8.33,0.862,14.83,-92.47,12
P022,Plátano,Mazatán,2015,Jul,7,6,6.07,84.5,35.7,16.3,224.4,1.27,26.7,0,0,12,0,Óptimo,27.9,84,8.35,0.845,14.83,-92.47,12
P022,Plátano,Mazatán,2015,Ago,8,7,6.01,87,35.7,15.4,207.1,1.23,26.4,0,0,0,0,Óptimo,26.8,88,7.5,0.87,14.83,-92.47,12
P022,Plátano,Mazatán,2015,Sep,9,8,6.06,88.7,46.1,18.9,213.6,1.37,26.7,10,4,0,0,Precaución,26.4,86.9,9.04,0.887,14.83,-92.47,12
P022,Plátano,Mazatán,2015,Oct,10,9,6.03,86.6,36,16.7,217.7,1.36,27,0,0,12,0,Óptimo,27.1,86.2,6.73,0.866,14.83,-92.47,12
P022,Plátano,Mazatán,2015,Nov,11,10,6.04,64.3,34.6,16.6,213.2,1.21,26.4,0,0,0,0,Óptimo,26.5,84.8,2.89,0.643,14.83,-92.47,12
P022,Plátano,Mazatán,2015,Dic,12,11,5.96,46.7,35.6,16.1,212.7,1.29,26.7,0,0,0,0,Precaución,26.8,77.7,0.43,0.467,14.83,-92.47,12
P022,Plátano,Mazatán,2016,Ene,1,12,6.02,41.1,45,16.2,231.4,1.34,27.4,10,0,12,0,Óptimo,27.5,72.3,0.53,0.411,14.83,-92.47,12
P022,Plátano,Mazatán,2016,Feb,2,13,5.94,34.4,36.5,15.9,218.2,1.31,27.4,0,0,0,0,Precaución,28.3,73,0.56,0.344,14.83,-92.47,12
P022,Plátano,Mazatán,2016,Mar,3,14,6.02,28.9,37.4,15.1,209.2,1.31,29.2,0,0,0,0,Precaución,28.7,68,0.37,0.289,14.83,-92.47,12
P022,Plátano,Mazatán,2016,Abr,4,15,5.91,39.5,37,14.7,225.6,1.33,29.6,0,0,12,0,Precaución,29.1,67,1.18,0.395,14.83,-92.47,12
P022,Plátano,Mazatán,2016,May,5,16,5.9,69.3,45.9,19.8,209.7,1.34,28.7,10,4,0,0,Precaución,29.4,80.5,3.99,0.693,14.83,-92.47,12
P022,Plátano,Mazatán,2016,Jun,6,17,5.92,85.5,35.7,15.7,210.4,1.38,27.5,0,0,0,0,Precaución,27.4,82.4,8.08,0.855,14.83,-92.47,12
P022,Plátano,Mazatán,2016,Jul,7,18,5.93,80.5,35.2,14.8,218.7,1.31,27.4,0,0,12,0,Precaución,27.6,85.3,7.1,0.805,14.83,-92.47,12
P022,Plátano,Mazatán,2016,Ago,8,19,5.94,90.2,33.9,16.4,207.9,1.33,27.2,0,0,0,0,Precaución,27,85.9,7.62,0.902,14.83,-92.47,12
P022,Plátano,Mazatán,2016,Sep,9,20,5.96,91.3,45.2,15.5,201,1.34,26.9,10,0,0,0,Precaución,27.3,87.4,8.6,0.913,14.83,-92.47,12
P022,Plátano,Mazatán,2016,Oct,10,21,5.97,87.2,35.8,15.9,228.4,1.37,26.5,0,0,12,0,Precaución,27.4,85.6,7.34,0.872,14.83,-92.47,12
P022,Plátano,Mazatán,2016,Nov,11,22,5.92,69.5,34.3,15.7,215.1,1.39,26.6,0,0,0,0,Precaución,27.2,83.3,1.68,0.695,14.83,-92.47,12
P022,Plátano,Mazatán,2016,Dic,12,23,5.95,50.1,35.6,15,212.6,1.29,26.9,0,0,0,0,Precaución,26.1,78.6,0.42,0.501,14.83,-92.47,12
P022,Plátano,Mazatán,2017,Ene,1,24,5.9,42.3,45.2,19.6,222.1,1.42,26.9,10,4,12,0,Precaución,27,72.9,0.12,0.423,14.83,-92.47,12
P022,Plátano,Mazatán,2017,Feb,2,25,5.96,34,36.1,16.1,206.1,1.28,27.8,0,0,0,0,Precaución,27.1,70.7,0.02,0.34,14.83,-92.47,12
P022,Plátano,Mazatán,2017,Mar,3,26,5.92,34.2,35.8,16.2,215,1.39,29.1,0,0,0,0,Precaución,28.8,67.8,1.13,0.342,14.83,-92.47,12
P022,Plátano,Mazatán,2017,Abr,4,27,5.97,39,35,14.6,226.7,1.37,29,0,0,12,0,Precaución,29.2,68.4,1.91,0.39,14.83,-92.47,12
P022,Plátano,Mazatán,2017,May,5,28,5.93,62.2,43.6,15.1,209.5,1.37,29,10,0,0,0,Precaución,29.2,81.6,4.63,0.622,14.83,-92.47,12
P022,Plátano,Mazatán,2017,Jun,6,29,5.91,84.3,34.6,15.4,206.8,1.36,28,0,0,0,0,Precaución,28.5,82.6,8.52,0.843,14.83,-92.47,12
P022,Plátano,Mazatán,2017,Jul,7,30,5.93,82.3,34.1,16.8,223.1,1.41,27.4,0,0,12,0,Precaución,26.5,87.3,7.19,0.823,14.83,-92.47,12
P022,Plátano,Mazatán,2017,Ago,8,31,5.97,87.9,34,14.9,209.3,1.45,26.9,0,0,0,0,Precaución,27.8,83.9,7.09,0.879,14.83,-92.47,12
P022,Plátano,Mazatán,2017,Sep,9,32,5.89,86.4,45.9,20.6,207.4,1.43,26.5,10,4,0,0,Precaución,27.5,88,9.34,0.864,14.83,-92.47,12
P022,Plátano,Mazatán,2017,Oct,10,33,5.9,83.9,33.3,14.7,220.9,1.48,26.8,0,0,12,0,Precaución,26.9,85,7.5,0.839,14.83,-92.47,12
P022,Plátano,Mazatán,2017,Nov,11,34,5.84,66.3,33,15,203.8,1.44,26.5,0,0,0,0,Precaución,27.1,85.5,1.89,0.663,14.83,-92.47,12
P022,Plátano,Mazatán,2017,Dic,12,35,5.95,47.7,34.9,14.2,205.6,1.39,27,0,0,0,0,Precaución,26.9,77.3,0.79,0.477,14.83,-92.47,12
P022,Plátano,Mazatán,2018,Ene,1,36,5.93,47,43.6,16.2,223.6,1.39,27,10,0,12,0.12,Precaución,27.3,73.6,0.41,0.47,14.83,-92.47,12
P022,Plátano,Mazatán,2018,Feb,2,37,5.89,38.3,35.8,14.6,205.6,1.49,27.3,0,0,0,0,Precaución,26.9,72.7,0,0.383,14.83,-92.47,12
P022,Plátano,Mazatán,2018,Mar,3,38,5.88,37.9,37,16.1,212,1.49,28.7,0,0,0,0,Precaución,28.3,69.8,1.31,0.379,14.83,-92.47,12
P022,Plátano,Mazatán,2018,Abr,4,39,5.84,42,35.2,14.4,226,1.41,28.5,0,0,12,0,Precaución,30.5,70.8,1.1,0.42,14.83,-92.47,12
P022,Plátano,Mazatán,2018,May,5,40,5.8,71.5,45.8,20.7,205,1.44,28.5,10,4,0,0,Precaución,29.2,76.7,4.49,0.715,14.83,-92.47,12
P022,Plátano,Mazatán,2018,Jun,6,41,5.86,90.6,35.5,15.3,212.5,1.56,27.5,0,0,0,0,Atención,27.9,83.2,8.14,0.906,14.83,-92.47,12
P022,Plátano,Mazatán,2018,Jul,7,42,5.8,79.5,33.4,15.4,223.1,1.52,27.6,0,0,12,0,Precaución,26.8,83.8,7.1,0.795,14.83,-92.47,12
P022,Plátano,Mazatán,2018,Ago,8,43,5.82,83.3,36.2,14.7,208.4,1.4,26.6,0,0,0,0,Precaución,27.4,79.2,7.59,0.833,14.83,-92.47,12
P022,Plátano,Mazatán,2018,Sep,9,44,5.79,87.4,45.7,15,204.3,1.36,26.8,10,0,0,0,Precaución,26.9,83.7,9.43,0.874,14.83,-92.47,12
P022,Plátano,Mazatán,2018,Oct,10,45,5.8,78.2,32.8,15.6,221.1,1.47,26.5,0,0,12,0,Precaución,27.4,86,7.62,0.782,14.83,-92.47,12
P022,Plátano,Mazatán,2018,Nov,11,46,5.73,69.2,34.4,14.6,203.1,1.53,26.8,0,0,0,0,Atención,26.8,79.5,3.28,0.692,14.83,-92.47,12
P022,Plátano,Mazatán,2018,Dic,12,47,5.72,50.9,35.1,14.5,210.9,1.49,26.7,0,0,0,0,Precaución,26.8,75.9,0.27,0.509,14.83,-92.47,12
P022,Plátano,Mazatán,2019,Ene,1,48,5.79,36,43.8,19.7,213.7,1.55,26.7,10,4,12,0,Precaución,27.5,74.1,0.81,0.36,14.83,-92.47,12
P022,Plátano,Mazatán,2019,Feb,2,49,5.79,40.8,35.4,14.9,206.4,1.54,27.9,0,0,0,0,Atención,27.5,69.7,0,0.408,14.83,-92.47,12
P022,Plátano,Mazatán,2019,Mar,3,50,5.78,36.7,35.7,16,210.2,1.5,28.6,0,0,0,0,Precaución,29.2,72.1,0.25,0.367,14.83,-92.47,12
P022,Plátano,Mazatán,2019,Abr,4,51,5.78,38.7,34.4,14.6,218.4,1.45,28.6,0,0,12,0,Precaución,29.9,73.2,1.62,0.387,14.83,-92.47,12
P022,Plátano,Mazatán,2019,May,5,52,5.74,67.5,43.8,15.5,214.4,1.57,28.6,10,0,0,0,Precaución,29,78.4,4.19,0.675,14.83,-92.47,12
P022,Plátano,Mazatán,2019,Jun,6,53,5.74,85.8,36.5,13.6,210,1.55,27.4,0,0,0,0,Atención,27.6,85.5,8.52,0.858,14.83,-92.47,12
P022,Plátano,Mazatán,2019,Jul,7,54,5.65,87.1,35.3,14.8,223,1.46,27,0,0,12,0,Precaución,28.1,86.2,7.32,0.871,14.83,-92.47,12
P022,Plátano,Mazatán,2019,Ago,8,55,5.71,85.8,34.6,14.2,206.9,1.48,26.9,0,0,0,0,Precaución,26.8,85.5,7.62,0.858,14.83,-92.47,12
P022,Plátano,Mazatán,2019,Sep,9,56,5.69,86.7,44.8,18.7,207.1,1.59,26.7,10,4,0,0,Precaución,27.3,88.4,9.17,0.867,14.83,-92.47,12
P022,Plátano,Mazatán,2019,Oct,10,57,5.7,84.2,33.7,15.2,212.9,1.51,26.7,0,0,12,0,Precaución,26.9,84,7.54,0.842,14.83,-92.47,12
P022,Plátano,Mazatán,2019,Nov,11,58,5.72,60.8,32.4,13.4,211.5,1.53,26.6,0,0,0,0,Atención,27.1,83.9,2.82,0.608,14.83,-92.47,12
P022,Plátano,Mazatán,2019,Dic,12,59,5.77,51.6,33,15.4,210.9,1.58,26.4,0,0,0,0,Precaución,26.8,76.5,0.33,0.516,14.83,-92.47,12
P022,Plátano,Mazatán,2020,Ene,1,60,5.7,40.8,43.5,15.3,224.6,1.51,27,10,0,12,0,Precaución,26.2,75.2,0.34,0.408,14.83,-92.47,12
P022,Plátano,Mazatán,2020,Feb,2,61,5.68,34.9,32.8,14.9,208.7,1.61,27,0,0,0,0,Atención,28.1,72.9,0.18,0.349,14.83,-92.47,12
P022,Plátano,Mazatán,2020,Mar,3,62,5.73,37,34.2,14.4,213.2,1.55,29,0,0,0,0,Atención,28.5,72.8,0.03,0.37,14.83,-92.47,12
P022,Plátano,Mazatán,2020,Abr,4,63,5.72,41,33.4,14.5,225.1,1.54,29.3,0,0,12,0,Atención,29.5,73.6,0.27,0.41,14.83,-92.47,12
P022,Plátano,Mazatán,2020,May,5,64,5.68,62.1,44.3,18.5,205.4,1.61,28.9,10,4,0,0,Precaución,29,78.4,4.42,0.621,14.83,-92.47,12
P022,Plátano,Mazatán,2020,Jun,6,65,5.64,85.5,33.9,15.3,208.2,1.56,27.4,0,0,0,0,Precaución,27.6,86.2,8.17,0.855,14.83,-92.47,12
P022,Plátano,Mazatán,2020,Jul,7,66,5.74,85.9,33,14.2,216.4,1.55,26.8,0,0,12,0,Atención,27.5,84.8,7.18,0.859,14.83,-92.47,12
P022,Plátano,Mazatán,2020,Ago,8,67,5.68,82.5,36.2,14.9,203.2,1.57,26.9,0,0,0,0,Atención,27.6,85.8,7.83,0.825,14.83,-92.47,12
P022,Plátano,Mazatán,2020,Sep,9,68,5.69,83.1,44.5,15.7,206.1,1.51,26.9,10,0,0,0,Precaución,27.4,87.6,9.69,0.831,14.83,-92.47,12
P022,Plátano,Mazatán,2020,Oct,10,69,5.7,82.7,32.6,14.8,220.3,1.61,26.7,0,0,12,0,Atención,26.8,84.4,7.02,0.827,14.83,-92.47,12
P022,Plátano,Mazatán,2020,Nov,11,70,5.66,62.8,33.5,13.7,212.6,1.63,26.6,0,0,0,0,Atención,26.9,82.9,3.02,0.628,14.83,-92.47,12
P022,Plátano,Mazatán,2020,Dic,12,71,5.64,55.3,32.7,12.8,208.2,1.63,26.6,0,0,0,0,Atención,27.6,78,0.69,0.553,14.83,-92.47,12
P022,Plátano,Mazatán,2021,Ene,1,72,5.77,43.6,45.3,17.9,219.4,1.63,27.1,10,4,12,0.12,Precaución,27.2,77.7,0.37,0.436,14.83,-92.47,12
P022,Plátano,Mazatán,2021,Feb,2,73,5.6,38.8,34.2,15.3,209.1,1.58,27.8,0,0,0,0,Precaución,28.5,70.2,0,0.388,14.83,-92.47,12
P022,Plátano,Mazatán,2021,Mar,3,74,5.62,33.4,34.6,14.1,209.3,1.6,28.4,0,0,0,0,Atención,30,71.5,0,0.334,14.83,-92.47,12
P022,Plátano,Mazatán,2021,Abr,4,75,5.59,37.5,32.6,13.9,217.5,1.62,29,0,0,12,0,Atención,29.8,71.4,0.6,0.375,14.83,-92.47,12
P022,Plátano,Mazatán,2021,May,5,76,5.59,70.9,44,12.7,208,1.62,29.1,10,0,0,0,Atención,29.6,80.1,3.97,0.709,14.83,-92.47,12
P022,Plátano,Mazatán,2021,Jun,6,77,5.59,84.7,34.1,14.9,209,1.67,27.8,0,0,0,0,Atención,28.1,83.6,7.45,0.847,14.83,-92.47,12
P022,Plátano,Mazatán,2021,Jul,7,78,5.54,78.5,31.7,12.8,224.5,1.63,26.9,0,0,12,0,Atención,27.5,86,7.19,0.785,14.83,-92.47,12
P022,Plátano,Mazatán,2021,Ago,8,79,5.56,85.8,33.3,14.5,206.1,1.66,26.7,0,0,0,0,Atención,27.1,80.7,7.36,0.858,14.83,-92.47,12
P022,Plátano,Mazatán,2021,Sep,9,80,5.52,91.8,45.1,18.8,210.6,1.69,26.8,10,4,0,0,Atención,27,80.9,9.08,0.918,14.83,-92.47,12
P022,Plátano,Mazatán,2021,Oct,10,81,5.57,85.1,32.9,15.2,217.2,1.64,26.9,0,0,12,0,Precaución,26.9,81.3,7.74,0.851,14.83,-92.47,12
P022,Plátano,Mazatán,2021,Nov,11,82,5.59,70.2,32.9,14.9,210.6,1.64,27,0,0,0,0,Atención,26.7,83.5,2.28,0.702,14.83,-92.47,12
P022,Plátano,Mazatán,2021,Dic,12,83,5.58,49.5,33.6,13.5,202.8,1.67,26.7,0,0,0,0,Atención,27,78.5,1.68,0.495,14.83,-92.47,12
P022,Plátano,Mazatán,2022,Ene,1,84,5.62,39.2,43.8,14.5,216.3,1.65,26.7,10,0,12,0,Atención,27.1,75,0.82,0.392,14.83,-92.47,12
P022,Plátano,Mazatán,2022,Feb,2,85,5.55,30.4,34.1,14.6,205.9,1.7,27.7,0,0,0,0,Atención,28.3,70,0.05,0.304,14.83,-92.47,12
P022,Plátano,Mazatán,2022,Mar,3,86,5.5,39.8,31.4,12.3,210.6,1.69,28.8,0,0,0,0,Atención,28.4,73.8,0.31,0.398,14.83,-92.47,12
P022,Plátano,Mazatán,2022,Abr,4,87,5.62,35.9,32.8,13.7,222,1.62,29.7,0,0,12,0,Atención,29,76.5,0.29,0.359,14.83,-92.47,12
P022,Plátano,Mazatán,2022,May,5,88,5.54,67,42.4,17.6,204.3,1.74,28.9,10,4,0,0,Precaución,29.5,79.3,3.42,0.67,14.83,-92.47,12
P022,Plátano,Mazatán,2022,Jun,6,89,5.54,82.4,32.8,13.6,205.4,1.7,27.1,0,0,0,0,Atención,27.7,84.9,8.41,0.824,14.83,-92.47,12
P022,Plátano,Mazatán,2022,Jul,7,90,5.49,78.3,33.6,14.3,219.7,1.68,26.9,0,0,12,0,Atención,27.3,85.3,6.65,0.783,14.83,-92.47,12
P022,Plátano,Mazatán,2022,Ago,8,91,5.55,84.4,35.1,13.8,206.5,1.71,26.6,0,0,0,0,Atención,27.2,85.7,8.06,0.844,14.83,-92.47,12
P022,Plátano,Mazatán,2022,Sep,9,92,5.57,85.2,42.2,14,204.5,1.71,26.9,10,0,0,0,Atención,27.1,90,9.02,0.852,14.83,-92.47,12
P022,Plátano,Mazatán,2022,Oct,10,93,5.52,81.9,33,13.6,221.1,1.67,26.5,0,0,12,0,Atención,27.6,87,8.12,0.819,14.83,-92.47,12
P022,Plátano,Mazatán,2022,Nov,11,94,5.47,60.2,32.3,13.5,203.1,1.75,27.1,0,0,0,0,Atención,28,77.3,2.18,0.602,14.83,-92.47,12
P022,Plátano,Mazatán,2022,Dic,12,95,5.59,46.4,33.4,14.1,207.8,1.72,26.7,0,0,0,0,Atención,26.9,75,0.46,0.464,14.83,-92.47,12
P022,Plátano,Mazatán,2023,Ene,1,96,5.47,44.2,42.9,17.2,221.2,1.79,26.6,10,4,12,0,Atención,27.6,80.2,0.92,0.442,14.83,-92.47,12
P022,Plátano,Mazatán,2023,Feb,2,97,5.49,33.4,31.8,14.5,207.9,1.77,27.5,0,0,0,0,Crítico,28.3,72.9,0.81,0.334,14.83,-92.47,12
P022,Plátano,Mazatán,2023,Mar,3,98,5.51,36.5,31.5,14.4,206,1.73,28.9,0,0,0,0,Atención,29.3,69.3,0,0.365,14.83,-92.47,12
P022,Plátano,Mazatán,2023,Abr,4,99,5.51,42.8,31.6,14.5,219,1.78,29,0,0,12,0,Atención,29.7,73.8,0.03,0.428,14.83,-92.47,12
P022,Plátano,Mazatán,2023,May,5,100,5.48,63.1,43.1,14.5,200.9,1.76,28.7,10,0,0,0,Atención,29.8,79.4,4.68,0.631,14.83,-92.47,12
P022,Plátano,Mazatán,2023,Jun,6,101,5.48,78.3,31.9,13.5,203.6,1.77,27.7,0,0,0,0,Atención,28.2,83.5,8.12,0.783,14.83,-92.47,12
P022,Plátano,Mazatán,2023,Jul,7,102,5.5,83.8,30.4,13.9,220.2,1.78,27.3,0,0,12,0,Atención,27.5,84.4,7.21,0.838,14.83,-92.47,12
P022,Plátano,Mazatán,2023,Ago,8,103,5.44,84.8,32.2,13.7,210.8,1.79,26.8,0,0,0,0,Atención,27.5,83.8,7.74,0.848,14.83,-92.47,12
P022,Plátano,Mazatán,2023,Sep,9,104,5.49,85.2,42.1,17.8,202.4,1.79,27.2,10,4,0,0,Atención,26.9,89.8,8.86,0.852,14.83,-92.47,12
P022,Plátano,Mazatán,2023,Oct,10,105,5.43,82.5,32.4,12.8,216.4,1.81,26.6,0,0,12,0,Atención,27.2,87.6,7.17,0.825,14.83,-92.47,12
P022,Plátano,Mazatán,2023,Nov,11,106,5.46,63.3,32.2,12.3,208.2,1.79,27.3,0,0,0,0,Atención,27.2,83.2,2.43,0.633,14.83,-92.47,12
P022,Plátano,Mazatán,2023,Dic,12,107,5.38,48.2,32.9,13.4,204.6,1.81,26.6,0,0,0,0,Atención,27.5,76.8,1.08,0.482,14.83,-92.47,12
P022,Plátano,Mazatán,2024,Ene,1,108,5.52,42.8,43.2,14.1,220.2,1.8,27.1,10,0,12,0.12,Atención,27.6,74.9,0,0.428,14.83,-92.47,12
P022,Plátano,Mazatán,2024,Feb,2,109,5.41,36.1,34.3,13.4,205.3,1.8,27.9,0,0,0,0,Atención,28.5,73.9,0.44,0.361,14.83,-92.47,12
P022,Plátano,Mazatán,2024,Mar,3,110,5.4,40.5,32.5,13.7,208.8,1.81,28.3,0,0,0,0,Atención,29.2,68.5,0.35,0.405,14.83,-92.47,12
P022,Plátano,Mazatán,2024,Abr,4,111,5.34,40.7,33.7,13.7,217.6,1.8,29.4,0,0,12,0,Atención,30.1,73.6,0.22,0.407,14.83,-92.47,12
P022,Plátano,Mazatán,2024,May,5,112,5.4,67.1,41.4,17.4,207.4,1.79,28.9,10,4,0,0,Atención,29.5,77.5,4.27,0.671,14.83,-92.47,12
P022,Plátano,Mazatán,2024,Jun,6,113,5.4,84,31.8,13.9,201.1,1.84,27.4,0,0,0,0,Atención,28.1,81.2,7.71,0.84,14.83,-92.47,12
P022,Plátano,Mazatán,2024,Jul,7,114,5.39,84,31.1,12.1,219.9,1.79,27.5,0,0,12,0,Atención,28,89.9,6.93,0.84,14.83,-92.47,12
P022,Plátano,Mazatán,2024,Ago,8,115,5.36,81,33.7,12.5,202.9,1.83,27.2,0,0,0,0,Atención,27.1,88.6,8.1,0.81,14.83,-92.47,12
P022,Plátano,Mazatán,2024,Sep,9,116,5.34,85.3,42.3,13,205.4,1.81,26.4,10,0,0,0,Atención,26.3,86.8,9.84,0.853,14.83,-92.47,12
P022,Plátano,Mazatán,2024,Oct,10,117,5.36,80,29.4,13.6,215.5,1.83,26.7,0,0,12,0,Atención,27.5,87.2,6.51,0.8,14.83,-92.47,12
P022,Plátano,Mazatán,2024,Nov,11,118,5.4,69.5,32,13.2,200,1.9,26.6,0,0,0,0,Atención,26.7,82.8,2.11,0.695,14.83,-92.47,12
P022,Plátano,Mazatán,2024,Dic,12,119,5.39,51.2,33.2,13.8,209.8,1.87,27,0,0,0,0,Atención,28,75.9,0,0.512,14.83,-92.47,12
P023,Maíz,Mazatán,2015,Ene,1,0,6.49,47.9,35.9,21.2,132.9,1.33,26.9,0,0,0,0,Óptimo,27,75.6,0.18,0.479,14.83,-92.47,12
P023,Maíz,Mazatán,2015,Feb,2,1,6.49,37.2,36.2,20.9,133.9,1.37,26.8,0,0,0,0,Óptimo,27.4,72.4,0,0.372,14.83,-92.47,12
P023,Maíz,Mazatán,2015,Mar,3,2,6.45,32.7,36.9,20.7,133.8,1.37,29.7,0,0,0,0,Precaución,29.2,69.6,0,0.327,14.83,-92.47,12
P023,Maíz,Mazatán,2015,Abr,4,3,6.5,38.3,38.7,19.3,120.7,1.35,29.1,0,0,0,0,Óptimo,29.7,70.3,0.39,0.383,14.83,-92.47,12
P023,Maíz,Mazatán,2015,May,5,4,6.51,71.4,48,20.7,132.8,1.28,28.3,12,0,8,0,Óptimo,29.2,78.1,3.67,0.714,14.83,-92.47,12
P023,Maíz,Mazatán,2015,Jun,6,5,6.47,89.7,36.5,20.7,136.7,1.35,27.6,0,0,0,0,Precaución,27.4,85.4,7.97,0.897,14.83,-92.47,12
P023,Maíz,Mazatán,2015,Jul,7,6,6.43,85.2,36.1,21.8,130.6,1.42,26.6,0,0,0,0,Óptimo,27.3,85,7.96,0.852,14.83,-92.47,12
P023,Maíz,Mazatán,2015,Ago,8,7,6.36,80.8,37,21.8,133.2,1.35,26.8,0,0,0,0,Óptimo,26.9,86.7,8.12,0.808,14.83,-92.47,12
P023,Maíz,Mazatán,2015,Sep,9,8,6.37,92.2,46.8,25.4,134.1,1.33,27.1,12,6,8,0,Precaución,27.2,86.2,8.89,0.922,14.83,-92.47,12
